sorting;case_id;activity;resource;TimeStart;TimeEnd;Cost
7891;493;S3: Alert population;Mayor;28/07/1987 22:40;29/07/1987 01:40;50,00 €
7892;493;S5: Stop Traffic;DDT 41;29/07/1987 02:10;29/07/1987 08:10;6 000,00 €
7893;493;S6: Detour setting;DDT 41;29/07/1987 08:40;29/07/1987 11:40;4 000,00 €
7894;493;S7: Put population in a safe place;SDIS 41;29/07/1987 12:10;30/07/1987 12:10;10 000,00 €
7895;493;S9: Ad-Hoc Accomodation;Mayor;30/07/1987 12:40;30/07/1987 16:40;3 000,00 €
7896;493;S4: White Plan;Prefect;30/07/1987 17:10;01/08/1987 17:10;2 000,00 €
7897;493;S12: Food Resupplying;Mayor;01/08/1987 17:40;04/08/1987 17:40;5 000,00 €
7898;493;S13: Psychological care;CUMP Blois;04/08/1987 18:10;08/08/1987 18:10;4 500,00 €
7899;493;S14: SecureBuilding;Ville Blois;08/08/1987 18:40;09/08/1987 18:40;3 000,00 €
7900;493;S15: ManagingPollution;DREAL;09/08/1987 19:10;12/08/1987 19:10;5 000,00 €
7901;493;S16: MonitoringHealth;ARS;12/08/1987 19:40;13/08/1987 03:40;10 000,00 €
7902;493;S18: CleaningRepairing;ARS;13/08/1987 04:10;16/08/1987 04:10;3 000,00 €
7903;493;S17: RecoveringNetworks;AGGLOPOLYS;16/08/1987 04:40;16/08/1987 10:40;1 000,00 €
7904;493;S19 : AdminsitrativeSupport;Mayor;16/08/1987 11:10;19/08/1987 05:50;1 200,00 €
7905;494;S2: Notify mayors;Prefect;19/08/1987 06:20;19/08/1987 07:20;10,00 €
7906;494;S3: Alert population;Mayor;19/08/1987 07:50;19/08/1987 10:50;50,00 €
7907;494;S1: Second Roll Call;Prefect;19/08/1987 11:20;19/08/1987 11:50;10,00 €
7908;494;S5: Stop Traffic;DDT 41;19/08/1987 12:20;19/08/1987 18:20;6 000,00 €
7909;494;S6: Detour setting;DDT 41;19/08/1987 18:50;19/08/1987 21:50;4 000,00 €
7910;494;S7: Put population in a safe place;SDIS 41;19/08/1987 22:20;20/08/1987 22:20;10 000,00 €
7911;494;S8: Accomadation Plan ;Prefect;20/08/1987 22:50;23/08/1987 00:50;2 500,00 €
7912;494;S10: ad-Hoc taking care;Volunteer;23/08/1987 01:20;28/08/1987 01:20;2 500,00 €
7913;494;S12: Food Resupplying;Mayor;28/08/1987 01:50;31/08/1987 01:50;5 000,00 €
7914;494;S13: Psychological care;CUMP Blois;31/08/1987 02:20;04/09/1987 02:20;4 500,00 €
7915;494;S14: SecureBuilding;Ville Blois;04/09/1987 02:50;05/09/1987 02:50;3 000,00 €
7916;494;S15: ManagingPollution;DREAL;05/09/1987 03:20;08/09/1987 03:20;5 000,00 €
7917;494;S16: MonitoringHealth;ARS;08/09/1987 03:50;08/09/1987 11:50;10 000,00 €
7918;494;S18: CleaningRepairing;ARS;08/09/1987 12:20;11/09/1987 12:20;3 000,00 €
7919;494;S17: RecoveringNetworks;AGGLOPOLYS;11/09/1987 12:50;11/09/1987 18:50;1 000,00 €
7920;494;S19 : AdminsitrativeSupport;Mayor;11/09/1987 19:20;14/09/1987 14:00;1 200,00 €
7921;495;S2: Notify mayors;Prefect;14/09/1987 14:30;14/09/1987 15:30;10,00 €
7922;495;S3: Alert population;Mayor;14/09/1987 16:00;14/09/1987 19:00;50,00 €
7923;495;S1: Second Roll Call;Prefect;14/09/1987 19:30;14/09/1987 20:00;10,00 €
7924;495;S5: Stop Traffic;DDT 41;14/09/1987 20:30;15/09/1987 02:30;6 000,00 €
7925;495;S6: Detour setting;DDT 41;15/09/1987 03:00;15/09/1987 06:00;4 000,00 €
7926;495;S7: Put population in a safe place;SDIS 41;15/09/1987 06:30;16/09/1987 06:30;10 000,00 €
7927;495;S8: Accomadation Plan ;Prefect;16/09/1987 07:00;18/09/1987 09:00;2 500,00 €
7928;495;S11: NOVI Plan;Prefect;18/09/1987 09:30;22/09/1987 09:30;3 000,00 €
7929;495;S12: Food Resupplying;Mayor;22/09/1987 10:00;25/09/1987 10:00;5 000,00 €
7930;495;S13: Psychological care;CUMP Blois;25/09/1987 10:30;29/09/1987 10:30;4 500,00 €
7931;495;S14: SecureBuilding;Ville Blois;29/09/1987 11:00;30/09/1987 11:00;3 000,00 €
7932;495;S15: ManagingPollution;DREAL;30/09/1987 11:30;03/10/1987 11:30;5 000,00 €
7933;495;S16: MonitoringHealth;ARS;03/10/1987 12:00;03/10/1987 20:00;10 000,00 €
7934;495;S18: CleaningRepairing;ARS;03/10/1987 20:30;06/10/1987 20:30;3 000,00 €
7935;495;S17: RecoveringNetworks;AGGLOPOLYS;06/10/1987 21:00;07/10/1987 03:00;1 000,00 €
7936;495;S19 : AdminsitrativeSupport;Mayor;07/10/1987 03:30;09/10/1987 22:10;1 200,00 €
7937;496;S2: Notify mayors;Prefect;09/10/1987 22:40;09/10/1987 23:40;10,00 €
7938;496;S1: Second Roll Call;Prefect;10/10/1987 00:10;10/10/1987 00:40;10,00 €
7939;496;S3: Alert population;Mayor;10/10/1987 01:10;10/10/1987 04:10;50,00 €
7940;496;S5: Stop Traffic;DDT 41;10/10/1987 04:40;10/10/1987 10:40;6 000,00 €
7941;496;S6: Detour setting;DDT 41;10/10/1987 11:10;10/10/1987 14:10;4 000,00 €
7942;496;S7: Put population in a safe place;SDIS 41;10/10/1987 14:40;11/10/1987 14:40;10 000,00 €
7943;496;S9: Ad-Hoc Accomodation;Mayor;11/10/1987 15:10;11/10/1987 19:10;3 000,00 €
7944;496;S11: NOVI Plan;Prefect;11/10/1987 19:40;15/10/1987 19:40;3 000,00 €
7945;496;S12: Food Resupplying;Mayor;15/10/1987 20:10;18/10/1987 20:10;5 000,00 €
7946;496;S13: Psychological care;CUMP Blois;18/10/1987 20:40;22/10/1987 20:40;4 500,00 €
7947;496;S14: SecureBuilding;Ville Blois;22/10/1987 21:10;23/10/1987 21:10;3 000,00 €
7948;496;S15: ManagingPollution;DREAL;23/10/1987 21:40;26/10/1987 21:40;5 000,00 €
7949;496;S16: MonitoringHealth;ARS;26/10/1987 22:10;27/10/1987 06:10;10 000,00 €
7950;496;S18: CleaningRepairing;ARS;27/10/1987 06:40;30/10/1987 06:40;3 000,00 €
7951;496;S17: RecoveringNetworks;AGGLOPOLYS;30/10/1987 07:10;30/10/1987 13:10;1 000,00 €
7952;496;S19 : AdminsitrativeSupport;Mayor;30/10/1987 13:40;02/11/1987 08:20;1 200,00 €
7953;497;S2: Notify mayors;Prefect;02/11/1987 08:50;02/11/1987 09:50;10,00 €
7954;497;S3: Alert population;Mayor;02/11/1987 10:20;02/11/1987 13:20;50,00 €
7955;497;S1: Second Roll Call;Prefect;02/11/1987 13:50;02/11/1987 14:20;10,00 €
7956;497;S5: Stop Traffic;DDT 41;02/11/1987 14:50;02/11/1987 20:50;6 000,00 €
7957;497;S6: Detour setting;DDT 41;02/11/1987 21:20;03/11/1987 00:20;4 000,00 €
7958;497;S7: Put population in a safe place;SDIS 41;03/11/1987 00:50;04/11/1987 00:50;10 000,00 €
7959;497;S11: NOVI Plan;Prefect;04/11/1987 01:20;08/11/1987 01:20;3 000,00 €
7960;497;S9: Ad-Hoc Accomodation;Mayor;08/11/1987 01:50;08/11/1987 05:50;3 000,00 €
7961;497;S12: Food Resupplying;Mayor;08/11/1987 06:20;11/11/1987 06:20;5 000,00 €
7962;497;S13: Psychological care;CUMP Blois;11/11/1987 06:50;15/11/1987 06:50;4 500,00 €
7963;497;S14: SecureBuilding;Ville Blois;15/11/1987 07:20;16/11/1987 07:20;3 000,00 €
7964;497;S15: ManagingPollution;DREAL;16/11/1987 07:50;19/11/1987 07:50;5 000,00 €
7965;497;S16: MonitoringHealth;ARS;19/11/1987 08:20;19/11/1987 16:20;10 000,00 €
7966;497;S18: CleaningRepairing;ARS;19/11/1987 16:50;22/11/1987 16:50;3 000,00 €
7967;497;S17: RecoveringNetworks;AGGLOPOLYS;22/11/1987 17:20;22/11/1987 23:20;1 000,00 €
7968;497;S19 : AdminsitrativeSupport;Mayor;22/11/1987 23:50;25/11/1987 18:30;1 200,00 €
7969;498;S2: Notify mayors;Prefect;25/11/1987 19:00;25/11/1987 20:00;10,00 €
7970;498;S1: Second Roll Call;Prefect;25/11/1987 20:30;25/11/1987 21:00;10,00 €
7971;498;S3: Alert population;Mayor;25/11/1987 21:30;26/11/1987 00:30;50,00 €
7972;498;S5: Stop Traffic;DDT 41;26/11/1987 01:00;26/11/1987 07:00;6 000,00 €
7973;498;S6: Detour setting;DDT 41;26/11/1987 07:30;26/11/1987 10:30;4 000,00 €
7974;498;S7: Put population in a safe place;SDIS 41;26/11/1987 11:00;27/11/1987 11:00;10 000,00 €
7975;498;S8: Accomadation Plan ;Prefect;27/11/1987 11:30;29/11/1987 13:30;2 500,00 €
7976;498;S10: ad-Hoc taking care;ONG;29/11/1987 14:00;04/12/1987 14:00;2 500,00 €
7977;498;S12: Food Resupplying;Mayor;04/12/1987 14:30;07/12/1987 14:30;5 000,00 €
7978;498;S13: Psychological care;CUMP Blois;07/12/1987 15:00;11/12/1987 15:00;4 500,00 €
7979;498;S15: ManagingPollution;DREAL;11/12/1987 15:30;14/12/1987 15:30;5 000,00 €
7980;498;S14: SecureBuilding;Ville Blois;14/12/1987 16:00;15/12/1987 16:00;3 000,00 €
7981;498;S16: MonitoringHealth;ARS;15/12/1987 16:30;16/12/1987 00:30;10 000,00 €
7982;498;S18: CleaningRepairing;ARS;16/12/1987 01:00;19/12/1987 01:00;3 000,00 €
7983;498;S17: RecoveringNetworks;AGGLOPOLYS;19/12/1987 01:30;19/12/1987 07:30;1 000,00 €
7984;498;S19 : AdminsitrativeSupport;Mayor;19/12/1987 08:00;22/12/1987 02:40;1 200,00 €
7985;499;S2: Notify mayors;Prefect;22/12/1987 03:10;22/12/1987 04:10;10,00 €
7986;499;S3: Alert population;Mayor;22/12/1987 04:40;22/12/1987 07:40;50,00 €
7987;499;S1: Second Roll Call;Prefect;22/12/1987 08:10;22/12/1987 08:40;10,00 €
7988;499;S5: Stop Traffic;DDT 41;22/12/1987 09:10;22/12/1987 15:10;6 000,00 €
7989;499;S6: Detour setting;DDT 41;22/12/1987 15:40;22/12/1987 18:40;4 000,00 €
7990;499;S7: Put population in a safe place;SDIS 41;22/12/1987 19:10;23/12/1987 19:10;10 000,00 €
7991;499;S11: NOVI Plan;Prefect;23/12/1987 19:40;27/12/1987 19:40;3 000,00 €
7992;499;S8: Accomadation Plan ;Prefect;27/12/1987 20:10;29/12/1987 22:10;2 500,00 €
7993;499;S12: Food Resupplying;Mayor;29/12/1987 22:40;01/01/1988 22:40;5 000,00 €
7994;499;S13: Psychological care;CUMP Blois;01/01/1988 23:10;05/01/1988 23:10;4 500,00 €
7995;499;S15: ManagingPollution;DREAL;05/01/1988 23:40;08/01/1988 23:40;5 000,00 €
7996;499;S14: SecureBuilding;Ville Blois;09/01/1988 00:10;10/01/1988 00:10;3 000,00 €
7997;499;S16: MonitoringHealth;ARS;10/01/1988 00:40;10/01/1988 08:40;10 000,00 €
7998;499;S18: CleaningRepairing;ARS;10/01/1988 09:10;13/01/1988 09:10;3 000,00 €
7999;499;S17: RecoveringNetworks;AGGLOPOLYS;13/01/1988 09:40;13/01/1988 15:40;1 000,00 €
8000;499;S19 : AdminsitrativeSupport;Mayor;13/01/1988 16:10;16/01/1988 10:50;1 200,00 €
8001;500;S2: Notify mayors;Prefect;16/01/1988 11:20;16/01/1988 12:20;10,00 €
8002;500;S1: Second Roll Call;Prefect;16/01/1988 12:50;16/01/1988 13:20;10,00 €
8003;500;S3: Alert population;Mayor;16/01/1988 13:50;16/01/1988 16:50;50,00 €
8004;500;S5: Stop Traffic;DDT 41;16/01/1988 17:20;16/01/1988 23:20;6 000,00 €
8005;500;S6: Detour setting;DDT 41;16/01/1988 23:50;17/01/1988 02:50;4 000,00 €
8006;500;S7: Put population in a safe place;SDIS 41;17/01/1988 03:20;18/01/1988 03:20;10 000,00 €
8007;500;S4: White Plan;Prefect;18/01/1988 03:50;20/01/1988 03:50;2 000,00 €
8008;500;S9: Ad-Hoc Accomodation;Mayor;20/01/1988 04:20;20/01/1988 08:20;3 000,00 €
8009;500;S12: Food Resupplying;Mayor;20/01/1988 08:50;23/01/1988 08:50;5 000,00 €
8010;500;S13: Psychological care;CUMP Blois;23/01/1988 09:20;27/01/1988 09:20;4 500,00 €
8011;500;S15: ManagingPollution;DREAL;27/01/1988 09:50;30/01/1988 09:50;5 000,00 €
8012;500;S14: SecureBuilding;Ville Blois;30/01/1988 10:20;31/01/1988 10:20;3 000,00 €
8013;500;S16: MonitoringHealth;ARS;31/01/1988 10:50;31/01/1988 18:50;10 000,00 €
8014;500;S18: CleaningRepairing;ARS;31/01/1988 19:20;03/02/1988 19:20;3 000,00 €
8015;500;S17: RecoveringNetworks;AGGLOPOLYS;03/02/1988 19:50;04/02/1988 01:50;1 000,00 €
8016;500;S19 : AdminsitrativeSupport;Mayor;04/02/1988 02:20;06/02/1988 21:00;1 200,00 €
8017;501;S2: Notify mayors;Prefect;06/02/1988 21:30;06/02/1988 22:30;10,00 €
8018;501;S3: Alert population;Mayor;06/02/1988 23:00;07/02/1988 02:00;50,00 €
8019;501;S1: Second Roll Call;Prefect;07/02/1988 02:30;07/02/1988 03:00;10,00 €
8020;501;S5: Stop Traffic;DDT 41;07/02/1988 03:30;07/02/1988 09:30;6 000,00 €
8021;501;S6: Detour setting;DDT 41;07/02/1988 10:00;07/02/1988 13:00;4 000,00 €
8022;501;S7: Put population in a safe place;SDIS 41;07/02/1988 13:30;08/02/1988 13:30;10 000,00 €
8023;501;S9: Ad-Hoc Accomodation;Mayor;08/02/1988 14:00;08/02/1988 18:00;3 000,00 €
8024;501;S10: ad-Hoc taking care;ONG;08/02/1988 18:30;13/02/1988 18:30;2 500,00 €
8025;501;S12: Food Resupplying;Mayor;13/02/1988 19:00;16/02/1988 19:00;5 000,00 €
8026;501;S13: Psychological care;CUMP Blois;16/02/1988 19:30;20/02/1988 19:30;4 500,00 €
8027;501;S15: ManagingPollution;DREAL;20/02/1988 20:00;23/02/1988 20:00;5 000,00 €
8028;501;S14: SecureBuilding;Ville Blois;23/02/1988 20:30;24/02/1988 20:30;3 000,00 €
8029;501;S16: MonitoringHealth;ARS;24/02/1988 21:00;25/02/1988 05:00;10 000,00 €
8030;501;S18: CleaningRepairing;ARS;25/02/1988 05:30;28/02/1988 05:30;3 000,00 €
8031;501;S17: RecoveringNetworks;AGGLOPOLYS;28/02/1988 06:00;28/02/1988 12:00;1 000,00 €
8032;501;S19 : AdminsitrativeSupport;Mayor;28/02/1988 12:30;02/03/1988 07:10;1 200,00 €
8033;502;S2: Notify mayors;Prefect;02/03/1988 07:40;02/03/1988 08:40;10,00 €
8034;502;S3: Alert population;Mayor;02/03/1988 09:10;02/03/1988 12:10;50,00 €
8035;502;S1: Second Roll Call;Prefect;02/03/1988 12:40;02/03/1988 13:10;10,00 €
8036;502;S5: Stop Traffic;DDT 41;02/03/1988 13:40;02/03/1988 19:40;6 000,00 €
8037;502;S6: Detour setting;DDT 41;02/03/1988 20:10;02/03/1988 23:10;4 000,00 €
8038;502;S7: Put population in a safe place;SDIS 41;02/03/1988 23:40;03/03/1988 23:40;10 000,00 €
8039;502;S8: Accomadation Plan ;Prefect;04/03/1988 00:10;06/03/1988 02:10;2 500,00 €
8040;502;S10: ad-Hoc taking care;ONG;06/03/1988 02:40;11/03/1988 02:40;2 500,00 €
8041;502;S12: Food Resupplying;Mayor;11/03/1988 03:10;14/03/1988 03:10;5 000,00 €
8042;502;S13: Psychological care;CUMP Blois;14/03/1988 03:40;18/03/1988 03:40;4 500,00 €
8043;502;S14: SecureBuilding;Ville Blois;18/03/1988 04:10;19/03/1988 04:10;3 000,00 €
8044;502;S15: ManagingPollution;DREAL;19/03/1988 04:40;22/03/1988 04:40;5 000,00 €
8045;502;S16: MonitoringHealth;ARS;22/03/1988 05:10;22/03/1988 13:10;10 000,00 €
8046;502;S18: CleaningRepairing;ARS;22/03/1988 13:40;25/03/1988 13:40;3 000,00 €
8047;502;S17: RecoveringNetworks;AGGLOPOLYS;25/03/1988 14:10;25/03/1988 20:10;1 000,00 €
8048;502;S19 : AdminsitrativeSupport;Mayor;25/03/1988 20:40;28/03/1988 15:20;1 200,00 €
8049;503;S2: Notify mayors;Prefect;28/03/1988 15:50;28/03/1988 16:50;10,00 €
8050;503;S1: Second Roll Call;Prefect;28/03/1988 17:20;28/03/1988 17:50;10,00 €
8051;503;S3: Alert population;Mayor;28/03/1988 18:20;28/03/1988 21:20;50,00 €
8052;503;S5: Stop Traffic;DDT 41;28/03/1988 21:50;29/03/1988 03:50;6 000,00 €
8053;503;S6: Detour setting;DDT 41;29/03/1988 04:20;29/03/1988 07:20;4 000,00 €
8054;503;S7: Put population in a safe place;SDIS 41;29/03/1988 07:50;30/03/1988 07:50;10 000,00 €
8055;503;S8: Accomadation Plan ;Prefect;30/03/1988 08:20;01/04/1988 10:20;2 500,00 €
8056;503;S11: NOVI Plan;Prefect;01/04/1988 10:50;05/04/1988 10:50;3 000,00 €
8057;503;S12: Food Resupplying;Mayor;05/04/1988 11:20;08/04/1988 11:20;5 000,00 €
8058;503;S13: Psychological care;CUMP Blois;08/04/1988 11:50;12/04/1988 11:50;4 500,00 €
8059;503;S15: ManagingPollution;DREAL;12/04/1988 12:20;15/04/1988 12:20;5 000,00 €
8060;503;S14: SecureBuilding;Ville Blois;15/04/1988 12:50;16/04/1988 12:50;3 000,00 €
8061;503;S16: MonitoringHealth;ARS;16/04/1988 13:20;16/04/1988 21:20;10 000,00 €
8062;503;S18: CleaningRepairing;ARS;16/04/1988 21:50;19/04/1988 21:50;3 000,00 €
8063;503;S17: RecoveringNetworks;AGGLOPOLYS;19/04/1988 22:20;20/04/1988 04:20;1 000,00 €
8064;503;S19 : AdminsitrativeSupport;Mayor;20/04/1988 04:50;22/04/1988 23:30;1 200,00 €
8065;504;S2: Notify mayors;Prefect;23/04/1988 00:00;23/04/1988 01:00;10,00 €
8066;504;S3: Alert population;Mayor;23/04/1988 01:30;23/04/1988 04:30;50,00 €
8067;504;S1: Second Roll Call;Prefect;23/04/1988 05:00;23/04/1988 05:30;10,00 €
8068;504;S5: Stop Traffic;DDT 41;23/04/1988 06:00;23/04/1988 12:00;6 000,00 €
8069;504;S6: Detour setting;DDT 41;23/04/1988 12:30;23/04/1988 15:30;4 000,00 €
8070;504;S7: Put population in a safe place;SDIS 41;23/04/1988 16:00;24/04/1988 16:00;10 000,00 €
8071;504;S10: ad-Hoc taking care;ONG;24/04/1988 16:30;29/04/1988 16:30;2 500,00 €
8072;504;S8: Accomadation Plan ;Prefect;29/04/1988 17:00;01/05/1988 19:00;2 500,00 €
8073;504;S12: Food Resupplying;Mayor;01/05/1988 19:30;04/05/1988 19:30;5 000,00 €
8074;504;S13: Psychological care;CUMP Blois;04/05/1988 20:00;08/05/1988 20:00;4 500,00 €
8075;504;S14: SecureBuilding;Ville Blois;08/05/1988 20:30;09/05/1988 20:30;3 000,00 €
8076;504;S15: ManagingPollution;DREAL;09/05/1988 21:00;12/05/1988 21:00;5 000,00 €
8077;504;S16: MonitoringHealth;ARS;12/05/1988 21:30;13/05/1988 05:30;10 000,00 €
8078;504;S17: RecoveringNetworks;AGGLOPOLYS;13/05/1988 06:00;13/05/1988 12:00;1 000,00 €
8079;504;S18: CleaningRepairing;ARS;13/05/1988 12:30;16/05/1988 12:30;3 000,00 €
8080;504;S19 : AdminsitrativeSupport;Mayor;16/05/1988 13:00;19/05/1988 07:40;1 200,00 €
8081;505;S2: Notify mayors;Prefect;19/05/1988 08:10;19/05/1988 09:10;10,00 €
8082;505;S3: Alert population;Mayor;19/05/1988 09:40;19/05/1988 12:40;50,00 €
8083;505;S1: Second Roll Call;Prefect;19/05/1988 13:10;19/05/1988 13:40;10,00 €
8084;505;S5: Stop Traffic;DDT 41;19/05/1988 14:10;19/05/1988 20:10;6 000,00 €
8085;505;S6: Detour setting;DDT 41;19/05/1988 20:40;19/05/1988 23:40;4 000,00 €
8086;505;S7: Put population in a safe place;SDIS 41;20/05/1988 00:10;21/05/1988 00:10;10 000,00 €
8087;505;S10: ad-Hoc taking care;ONG;21/05/1988 00:40;26/05/1988 00:40;2 500,00 €
8088;505;S9: Ad-Hoc Accomodation;Mayor;26/05/1988 01:10;26/05/1988 05:10;3 000,00 €
8089;505;S12: Food Resupplying;Mayor;26/05/1988 05:40;29/05/1988 05:40;5 000,00 €
8090;505;S13: Psychological care;CUMP Blois;29/05/1988 06:10;02/06/1988 06:10;4 500,00 €
8091;505;S15: ManagingPollution;DREAL;02/06/1988 06:40;05/06/1988 06:40;5 000,00 €
8092;505;S14: SecureBuilding;Ville Blois;05/06/1988 07:10;06/06/1988 07:10;3 000,00 €
8093;505;S16: MonitoringHealth;ARS;06/06/1988 07:40;06/06/1988 15:40;10 000,00 €
8094;505;S17: RecoveringNetworks;AGGLOPOLYS;06/06/1988 16:10;06/06/1988 22:10;1 000,00 €
8095;505;S18: CleaningRepairing;ARS;06/06/1988 22:40;09/06/1988 22:40;3 000,00 €
8096;505;S19 : AdminsitrativeSupport;Mayor;09/06/1988 23:10;12/06/1988 17:50;1 200,00 €
8097;506;S2: Notify mayors;Prefect;12/06/1988 18:20;12/06/1988 19:20;10,00 €
8098;506;S3: Alert population;Mayor;12/06/1988 19:50;12/06/1988 22:50;50,00 €
8099;506;S1: Second Roll Call;Prefect;12/06/1988 23:20;12/06/1988 23:50;10,00 €
8100;506;S5: Stop Traffic;DDT 41;13/06/1988 00:20;13/06/1988 06:20;6 000,00 €
8101;506;S6: Detour setting;DDT 41;13/06/1988 06:50;13/06/1988 09:50;4 000,00 €
8102;506;S7: Put population in a safe place;SDIS 41;13/06/1988 10:20;14/06/1988 10:20;10 000,00 €
8103;506;S9: Ad-Hoc Accomodation;Mayor;14/06/1988 10:50;14/06/1988 14:50;3 000,00 €
8104;506;S10: ad-Hoc taking care;ONG;14/06/1988 15:20;19/06/1988 15:20;2 500,00 €
8105;506;S12: Food Resupplying;Mayor;19/06/1988 15:50;22/06/1988 15:50;5 000,00 €
8106;506;S13: Psychological care;CUMP Blois;22/06/1988 16:20;26/06/1988 16:20;4 500,00 €
8107;506;S15: ManagingPollution;DREAL;26/06/1988 16:50;29/06/1988 16:50;5 000,00 €
8108;506;S14: SecureBuilding;Ville Blois;29/06/1988 17:20;30/06/1988 17:20;3 000,00 €
8109;506;S16: MonitoringHealth;ARS;30/06/1988 17:50;01/07/1988 01:50;10 000,00 €
8110;506;S17: RecoveringNetworks;AGGLOPOLYS;01/07/1988 02:20;01/07/1988 08:20;1 000,00 €
8111;506;S18: CleaningRepairing;ARS;01/07/1988 08:50;04/07/1988 08:50;3 000,00 €
8112;506;S19 : AdminsitrativeSupport;Mayor;04/07/1988 09:20;07/07/1988 04:00;1 200,00 €
8113;507;S2: Notify mayors;Prefect;07/07/1988 04:30;07/07/1988 05:30;10,00 €
8114;507;S1: Second Roll Call;Prefect;07/07/1988 06:00;07/07/1988 06:30;10,00 €
8115;507;S3: Alert population;Mayor;07/07/1988 07:00;07/07/1988 10:00;50,00 €
8116;507;S5: Stop Traffic;DDT 41;07/07/1988 10:30;07/07/1988 16:30;6 000,00 €
8117;507;S6: Detour setting;DDT 41;07/07/1988 17:00;07/07/1988 20:00;4 000,00 €
8118;507;S7: Put population in a safe place;SDIS 41;07/07/1988 20:30;08/07/1988 20:30;10 000,00 €
8119;507;S10: ad-Hoc taking care;Volunteer;08/07/1988 21:00;13/07/1988 21:00;2 500,00 €
8120;507;S9: Ad-Hoc Accomodation;Mayor;13/07/1988 21:30;14/07/1988 01:30;3 000,00 €
8121;507;S12: Food Resupplying;Mayor;14/07/1988 02:00;17/07/1988 02:00;5 000,00 €
8122;507;S13: Psychological care;CUMP Blois;17/07/1988 02:30;21/07/1988 02:30;4 500,00 €
8123;507;S15: ManagingPollution;DREAL;21/07/1988 03:00;24/07/1988 03:00;5 000,00 €
8124;507;S14: SecureBuilding;Ville Blois;24/07/1988 03:30;25/07/1988 03:30;3 000,00 €
8125;507;S16: MonitoringHealth;ARS;25/07/1988 04:00;25/07/1988 12:00;10 000,00 €
8126;507;S17: RecoveringNetworks;AGGLOPOLYS;25/07/1988 12:30;25/07/1988 18:30;1 000,00 €
8127;507;S18: CleaningRepairing;ARS;25/07/1988 19:00;28/07/1988 19:00;3 000,00 €
8128;507;S19 : AdminsitrativeSupport;Mayor;28/07/1988 19:30;31/07/1988 14:10;1 200,00 €
8129;508;S2: Notify mayors;Prefect;31/07/1988 14:40;31/07/1988 15:40;10,00 €
8130;508;S3: Alert population;Mayor;31/07/1988 16:10;31/07/1988 19:10;50,00 €
8131;508;S1: Second Roll Call;Prefect;31/07/1988 19:40;31/07/1988 20:10;10,00 €
8132;508;S5: Stop Traffic;DDT 41;31/07/1988 20:40;01/08/1988 02:40;6 000,00 €
8133;508;S6: Detour setting;DDT 41;01/08/1988 03:10;01/08/1988 06:10;4 000,00 €
8134;508;S7: Put population in a safe place;SDIS 41;01/08/1988 06:40;02/08/1988 06:40;10 000,00 €
8135;508;S8: Accomadation Plan ;Prefect;02/08/1988 07:10;04/08/1988 09:10;2 500,00 €
8136;508;S4: White Plan;Prefect;04/08/1988 09:40;06/08/1988 09:40;2 000,00 €
8137;508;S12: Food Resupplying;Mayor;06/08/1988 10:10;09/08/1988 10:10;5 000,00 €
8138;508;S13: Psychological care;CUMP Blois;09/08/1988 10:40;13/08/1988 10:40;4 500,00 €
8139;508;S15: ManagingPollution;DREAL;13/08/1988 11:10;16/08/1988 11:10;5 000,00 €
8140;508;S14: SecureBuilding;Ville Blois;16/08/1988 11:40;17/08/1988 11:40;3 000,00 €
8141;508;S16: MonitoringHealth;ARS;17/08/1988 12:10;17/08/1988 20:10;10 000,00 €
8142;508;S18: CleaningRepairing;ARS;17/08/1988 20:40;20/08/1988 20:40;3 000,00 €
